user,task_id,query_id,query,satisfaction
2015012822,1,3,海口建筑特点,4
2015012881,2,0,中式装修,4
2015012881,2,1,简约欧式装修,3
2015012881,2,2,欧式装修,2
2015012881,1,0,海口地标,5
2015012881,1,1,海口,4
2015012881,7,0,蜘蛛侠归来,3
2015012881,7,2,神偷奶爸3,4
2015012881,4,0,小雏菊,5
2015012881,9,3,舞会,1
2015012881,9,4,舞会海报,1
2015012881,9,5,化妆舞会,1
2015012881,9,6,派对图片,1
2015012881,9,7,派对海报,3
2015012881,3,0,白色亚麻t恤搭配,3
2015012881,3,1,亚麻t恤搭配,3
2015012881,3,2,亚麻t恤搭配鞋,2
2015012881,3,3,亚麻t恤全身搭配,3
2015012881,6,0,搞笑图片,3
2015012881,6,1,搞笑条漫,2
2015012881,6,2,幽默图片,3
2015012881,8,0,穿越时空的少女,4
2015012881,8,1,黑白来看守所,5
2015012881,8,2,灵能百分百,5
2015012881,5,0,bts,2
2015012881,5,1,防弹少年团,4
2015012881,5,2,blackpink,4
2015012881,12,0,森林高清无水印,3
2015012881,12,1,森林蓝天高清无水印,3
2015012881,12,3,森林蓝天高清壁纸,3
2015012881,11,0,哈利波特,4
2015012881,11,1,哈利波特赫敏,4
2015012881,11,2,伏地魔,2
2015012881,11,3,harrypotter7,3
2015012881,11,4,harrypotter7海报,2
2015012881,10,0,美国大选,4
2015012881,10,1,特朗普就职演讲,4
2015011771,11,0,哈利波特,4
2015011771,11,2,哈利波特特写,2
2015011771,11,3,赫敏,3
2015011771,11,4,赫敏剧照,3
2015011771,11,5,伏地魔剧照,2
2015011771,11,6,哈利波特剧照,3
2015011771,11,7,哈利波特背景,4
2015011771,6,0,搞笑图片,3
2015011771,6,1,搞笑图片笑死人动态,1
2015011771,6,2,搞笑图片卡通,3
2015011771,6,3,搞笑图片大全,2
2015011771,2,0,中式家装,4
2015011771,2,1,中式家装效果图,2
2015011771,7,1,听说海报,2
2015011771,7,2,听说电影海报,3
2015011771,5,0,新垣结衣,4
2015011771,5,1,新垣结衣壁纸,4
2015011771,8,0,少年锦衣卫,3
2015011771,8,1,少年锦衣卫壁纸,3
2015011771,10,1,特朗普就职演说,4
2015011771,9,0,舞会海报,2
2015011771,9,1,舞会海报素材,3
2015011771,9,7,酒杯图片,1
2015011771,9,8,酒杯手绘,3
2015011771,1,0,海口,3
2015011771,1,1,海口旅游景点,3
2015011771,1,2,海口景点,3
2015011771,1,3,海口风景照,4
2015011771,1,4,海口城市风景照,4
2015011771,3,3,亚麻裙子搭配鞋子好看,2
2015011771,3,4,亚麻短袖搭配鞋子好看,3
2015011742,2,3,北欧简约风格装修,5
2015011742,2,4,日式装修效果图,4
2015011742,10,0,2016美国大选电视辩论,5
2015011742,10,1,2016美国大选电视辩论现场,5
2015011742,10,2,2016美国大选电视辩论直播,5
2015011742,10,3,2016特朗普获胜演说,5
2015011742,10,4,2016特朗普大选获胜,5
2015011742,10,5,2016特朗普大选获胜演说、,5
2015011742,10,6,2016特朗普大选获胜演说,5
2015011742,8,0,多啦a梦,5
2015011742,8,1,柯南,5
2015011742,8,2,龙珠,5
2015011742,9,2,舞会海报,1
2015011742,9,5,酒会海报素材,2
2015011742,9,15,舞酒会海报,2
2015011742,9,19,狂欢舞会海报,1
2015011742,12,1,壁纸高清无水印风景,4
2015011742,1,0,海口,4
2015011742,1,1,海口风光,5
2015011742,1,2,海口旅游,5
2015011742,1,3,海口cbd,2
2015011742,1,4,海口老城,5
2015011742,1,5,海口交通,1
2015011742,1,14,海口新区,4
2015011742,3,0,条纹衬衫搭配鞋裤,3
2015011742,3,1,条纹衬衫搭配,3
2015011742,3,2,条纹t恤搭配,5
2015011742,3,3,条纹t恤搭配男,5
2015011742,4,0,小野花,2
2015011742,4,2,野花品种,2
2015011742,4,3,野花,2
2015011742,4,6,太阳花,1
2015011742,4,7,小太阳花,1
2015011742,4,8,雏菊,4
2015011742,5,0,陈奕迅,5
2015011742,5,1,陈奕迅高清壁纸,3
2015011742,5,2,陈奕迅高清海报,2
2015011742,5,3,陈奕迅海报,5
2015011742,11,5,伏地魔剧照,3
2015011742,11,6,伏地魔,5
2015011742,11,7,伏地魔海报,5
2015011742,11,8,哈利波特海报,5
2015011742,11,9,赫敏海报,5
2015011742,7,0,肖申克的救赎,5
2015011742,7,1,变形金刚海报,4
2015011742,7,2,变形金刚5海报,4
2015011742,7,3,变形金刚5高清海报,3
2015011742,7,4,变形金刚5高清壁纸,5
2015013055,11,2,赫敏·格兰杰,4
2015013055,11,3,伏地魔,4
2015013055,7,0,冰雪奇缘,5
2015013055,7,1,守护者联盟,4
2015013055,7,2,久保与二弦琴,5
2015013055,4,0,路边白花,2
2015013055,4,1,白花,2
2015013055,4,2,白花细花瓣,1
2015013055,4,3,路边小白花,2
2015013055,4,4,白花介绍,1
2015013055,4,5,路边白花科普,1
2015013055,4,6,花卉科普,1
2015013055,4,7,花卉介绍,1
2015013055,4,8,白色花卉介绍,1
2015013055,4,9,白描百花,1
2015013055,4,10,蒲公英,1
2015013055,4,11,蒲公英花,1
2015013055,4,12,小白花,4
2015013055,4,13,野菊花,5
2015013055,8,0,舞动青春,1
2015013055,8,1,舞动青春漫画,5
2015013055,8,2,怪诞小镇,5
2015013055,5,0,德普,5
2015013055,1,0,海口,3
2015013055,1,1,海口地图,1
2015013055,1,2,海口市地图,1
2015013055,1,3,海口市交通地图,5
2015013055,1,4,海口市街景,4
2015013055,1,5,海口市景点,4
2015013055,1,6,海口市交通,5
2015013055,1,7,海口市公交,5
2015013055,1,8,海口市地铁,4
2015013055,9,0,毕业舞会,2
2015013055,9,1,舞会,1
2015013055,9,2,酒吧,1
2015013055,9,4,舞动青春电影,1
2015013055,9,5,电影舞蹈,1
2015013055,9,6,礼服干杯,4
2015013055,9,7,跳舞干杯,1
2015013055,9,8,舞蹈干杯,1
2015013055,9,9,交际舞干杯,1
2015013055,9,10,舞会干杯,1
2015013055,9,15,华尔兹,1
2015013055,10,0,特朗普电视辩论,5
2015013055,10,1,特朗普演讲,5
2015013055,2,0,古风家居,5
2015013055,2,1,中国风家居,5
2015013055,2,2,极简家居,5
2015013055,2,3,性冷淡家居,5
2015013055,3,0,亚麻衣服,4
2015013055,3,1,亚麻T,3
2015013055,3,2,亚麻T搭配,5
2015013055,12,0,森林摄影,4
2015013055,12,1,森林蓝天摄影,3
2015013055,12,2,雨林摄影,3
2015013055,12,3,自然摄影,5
2015013055,6,0,搞笑图片,5
2015013055,6,1,猫GIF,5
2015011285,4,0,白瓣黄蕊的小花,1
2015011285,4,2,白瓣 兰花,1
2015011285,11,0,哈利波特,5
2015011285,11,1,哈利波特赫敏,4
2015011285,11,2,哈利波特伏地魔,2
2015011285,2,0,中国风装修效果图,3
2015011285,2,1,简约欧式装修效果图,4
2015011285,8,0,名侦探柯南,4
2015011285,9,0,舞会海报背景,1
2015011285,9,9,舞蹈海报图片素材,1
2015011285,9,10,舞会海报图片素材,1
2015011285,7,1,爱乐之城,5
2015011285,6,0,搞笑图片,1
2015011285,6,1,四格漫画,4
2015011285,12,0,蓝天森林桌面背景图,1
2015011285,12,1,森林桌面背景图,1
2015011285,3,0,亚麻色t恤衫,2
2015011285,3,8,男士亚麻t恤搭配牛仔裤图,1
2015011285,3,9,男士亚麻t恤全身图,3
2015011285,3,10,男士白色亚麻t恤全身图,2
2015011285,1,0,海口街景,5
2015011285,1,1,海口,5
2015011285,1,2,海口建筑,4
2015011285,1,3,海口行道树,2
2015011285,5,0,周杰伦,5
2015012647,11,3,伏地魔,4
2015012647,11,4,哈利波特,4
2015012647,9,2,舞会,1
2015012647,9,3,酒会,3
2015012647,9,4,毕业舞会,2
2015012647,9,5,国标,2
2015012647,9,6,交谊舞,1
2015012647,9,8,舞蹈,3
2015012647,1,0,海口,5
2015012647,6,0,搞笑漫画,4
2015012647,4,2,飞蓬,4
2015012647,8,0,多啦a梦,4
2015012647,7,0,flipped,3
2015012647,7,1,怦然心动,5
2016211382,4,0,白色花瓣黄色花蕊,4
2016211382,4,1,小雏菊,4
2016211382,9,0,跳舞的人和酒杯,3
2016211382,9,1,跳舞和酒杯,2
2016211382,9,2,舞蹈和酒杯,1
2016211382,9,3,舞蹈和酒会,1
2016211382,9,4,酒会舞蹈,1
2016211382,1,0,海口地标建筑,4
2016211382,1,1,海口街景,3
2016211382,5,0,周杰伦照片,5
2016211382,5,1,周杰伦海报,4
2016211382,8,0,大草原的小老鼠,4
2016211382,8,1,大草原的小老鼠动画片,5
2016211382,8,2,动画片大草原的小老鼠,5
2016211382,3,0,白色亚麻T恤搭配的短裤和鞋子,4
2016211382,12,0,蓝天森林电脑壁纸,4
2016211382,10,0,2016美国大选电视辩论,4
2016211382,10,1,2016美国大选川普获胜演讲,5
2016211382,7,0,傲慢与偏见电影剧照,5
2016211382,7,1,傲慢与偏见电影海报,5
2016211382,2,0,中式装修风格,4
2016211382,2,1,欧式装修风格,4
2016211382,2,2,地中海装修风格,4
2016211382,11,0,哈利波特,5
2016211382,11,1,赫敏,5
2016211382,11,2,伏地魔,5
2016211382,6,0,搞笑图片,4
2015012867,2,0,中式风格装修效果图,5
2015012867,2,1,西式风格装修,2
2015012867,2,2,欧式风格装修,5
2015012867,11,0,哈利波特,3
2015012867,11,1,哈利波特海报,4
2015012867,11,2,赫敏,3
2015012867,11,3,赫敏海报,5
2015012867,11,5,伏地魔海报,4
2015012867,11,6,伏地魔海,1
2015012867,8,0,你的名字,4
2015012867,8,1,小黄人,4
2015012867,10,0,美国大选电视辩论,3
2015012867,10,2,特朗普当选演讲,5
2015012867,7,0,回到未来,3
2015012867,7,1,回到未来海报,1
2015012867,7,2,回到未来剧照,4
2015012867,7,3,记忆大师,4
2015012867,7,4,记忆大师母亲,1
2015012867,1,0,海口风景,4
2015012867,1,1,海口街道,3
2015012867,1,2,海口建筑,3
2015012867,1,3,海口世纪大桥,5
2015012867,1,4,海口骑楼小吃街,4
2015012867,3,0,搭配亚麻T恤的裤子,1
2015012867,3,3,亚麻T恤,3
2015012867,4,0,白色花瓣黄色花蕊,4
2015012867,4,1,小雏菊,5
2015012867,6,0,有趣的图片,2
2015012867,6,1,表情包,5
2015012867,6,2,我需要安慰表情包,4
2015012867,5,0,詹姆斯,5
2015012867,9,1,舞蹈者,3
2015012867,9,2,舞蹈者意境唯美图片,3
2015012867,9,4,舞蹈素材,1
2015012867,9,6,卡通舞女,2
2015011770,7,0,小时代,5
2015011770,5,0,成龙,5
2015011770,8,0,海绵宝宝,5
2015011770,3,1,白衬衣搭配,4
2015011770,3,2,白T恤搭配,5
2015011770,4,0,白色花瓣黄色花蕊,5
2015011770,10,0,2016美国总统电视辩论,5
2015011770,10,1,川普获胜演讲,5
2015011770,9,1,舞会,2
2015011770,9,3,舞会背景图片,2
2015011770,9,4,晚会现场,2
2015011770,9,7,酒吧舞会,3
2015011770,1,0,海口,5
2015011770,6,0,搞笑图片,5
2015011770,11,0,哈利波特,4
2015011770,11,1,哈利波特主要角色,5
2015011770,2,0,中式风格装修,5
2015011770,2,1,欧式风格装修,5
2015011348,9,3,酒吧舞女,1
2015011348,10,0,川普希拉里电视辩论,5
2015011348,10,1,川普胜选演讲,5
2015011348,1,0,海口街道,1
2015011348,1,1,海口道路规划,2
2015011348,1,2,海口道路规划俯视,5
2015011348,1,3,海口风景地貌,1
2015011348,1,4,海口landscape,2
2015011348,1,6,海口 建筑,2
2015011348,2,0,中式装潢,5
2015011348,2,1,简欧式风格装修图片,5
2015011348,6,0,搞笑图片,5
2015011348,5,0,梅西,5
2015011348,4,0,矢车菊,1
2015011348,4,1,黄蕊白瓣,5
2015011348,4,2,野雏菊,5
2015011348,11,0,哈利波特,5
2015011348,7,0,雪国列车,5
2015011748,2,0,房屋装修风格,4
2015011748,7,0,最好看的动作片,3
2015011748,12,0,桌面壁纸森林,2
2015011748,12,1,桌面壁纸森林蓝天,4
2015011748,6,0,搞笑动态图片,2
2015011748,6,1,搞笑图片笑死人动态,1
2015011748,8,0,卡通情侣头像,1
2015011748,8,1,长草颜团子萌图,5
2015011748,9,0,舞会红酒,1
2015011748,9,1,舞会红酒浪漫,3
2015011748,9,2,舞会联谊海报,3
2015011748,9,3,学校舞会联谊海报,3
2015011748,9,4,学校舞会红酒海报,2
2015011748,5,0,刘亦菲图片大全,4
2015011748,10,0,16年美国大选辩论,5
2015011748,10,1,特朗普选举成功演说,5
2015011748,4,0,清新小花图片,2
2015011748,4,1,清新小花图片及名字,2
2015011748,4,2,清新小花名字,5
2015011748,11,0,哈利·波特,5
2015011748,11,1,哈利·波特郝敏,5
2015011748,11,2,哈利·波特伏地魔,5
2015011748,1,0,海口风景,4
2015012620,6,0,幽默,2
2015012620,6,1,搞笑,3
2015012620,8,0,卑鄙的我,4
2015012620,1,0,海口,4
2015012620,1,1,海口旅游景点,3
2015012620,1,4,海口特色小吃,4
2015012620,1,5,海口市,3
2015012620,1,6,海口市中心,2
2015012620,9,0,舞会,4
2015012620,9,1,prom,1
2015012620,9,2,舞会背景图片,1
2015012620,9,3,跳舞,2
2015012620,9,4,交谊舞,1
2015012620,11,6,霍格沃茨,5
2015012620,11,7,赫敏,5
2015012620,11,8,伏地魔,4
2015012620,7,0,魔戒,5
2015012620,2,0,中式装修风格,5
2015012620,2,1,简单欧式风格装修图片,4
2015012620,2,2,简约欧式风格装修图片,5
2015012620,3,0,白色亚麻t恤,4
2015011765,7,0,你的名字,4
2015011765,5,0,钉宫理惠,3
2015011765,11,0,哈利波特,4
2015011765,11,1,郝敏,2
2015011765,11,4,伏地魔,3
2015011765,11,9,星空,4
2015011765,1,0,海口,5
2015011765,10,0,美国大选,4
2015011765,9,1,舞会,5
2015011765,9,4,酒杯,5
2015011765,8,0,秦时明月,4
2015011765,6,0,搞笑图片,4
2015011765,6,1,幽默表情包,3
2015011765,3,0,白色t恤,4
2015011727,3,0,白色亚麻的t恤穿搭,4
2015011727,3,1,白色亚麻t恤的鞋子搭配,4
2015011727,9,0,舞会,4
2015011727,9,1,舞会酒杯,2
2015011727,9,2,舞会背景图片,1
2015011727,9,3,跳舞,1
2015011727,9,4,交际舞,4
2015011727,9,5,酒杯,5
2015011727,1,0,海口,5
2015011727,1,1,海口全景,3
2015011727,1,2,海口建筑,5
2015011727,1,3,海口世纪大桥,5
2015011727,1,4,海口风景,3
2015011727,1,5,海口日出,4
2015011727,1,6,海口街景,2
2015011727,2,0,中式风格装修案例,5
2015011727,2,1,欧式风格装修案例,5
2015011727,2,2,欧式风格装修设计,4
2015011727,2,3,中式风格装修设计,4
2015011727,11,0,哈利波特,5
2015011727,11,1,赫敏,2
2015011727,11,2,伏地魔,3
2015011727,11,3,赫敏海报,5
2015011727,4,0,白色花瓣黄色花芯,4
2015011727,4,1,白色花瓣黄色花芯菊花,4
2015011727,4,2,白菊花,5
2015011727,6,0,搞笑图片,4
2015011727,6,1,幽默图片,3
2015011727,6,2,表情包,4
2015011727,6,3,魔性表情包,5
2015011727,12,0,桌面背景,3
2015011727,12,1,桌面背景森林,5
2015011727,10,0,美国总统大选,2
2015011727,10,1,美国总统大选竞选,2
2015011727,10,2,2016美国总统大选竞选,5
2015011727,10,3,2016美国总统大选川普就职演讲,3
2015011727,10,4,2016美国总统大选,4
2015011727,7,0,小黄人,3
2015011727,7,1,小黄人3海报,5
2015011727,5,0,杨幂,4
2015011727,5,1,杨幂海报,5
2015011727,8,0,小鲤鱼历险记,4
2015011727,8,1,小鲤鱼,2
